Category,Category_name,Exceedance Probability 1.5C|MAGICCv7.5.1,Exceedance Probability 2.0C|MAGICCv7.5.1,Exceedance Probability 2.5C|MAGICCv7.5.1,Exceedance Probability 3.0C|MAGICCv7.5.1,climate-models,exclude,harmonization,infilling,median peak warming (MAGICCv7.5.1),median warming at peak (MAGICCv7.5.1),median warming in 2100 (MAGICCv7.5.1),median year of peak warming (MAGICCv7.5.1),model,model_scenario,p67 peak warming (MAGICCv7.5.1),p67 warming at peak (MAGICCv7.5.1),p67 warming in 2100 (MAGICCv7.5.1),p67 year of peak warming (MAGICCv7.5.1),permafrost,pipeline,region,scenario,unit,variable,year of peak median warming (MAGICCv7.5.1),year of peak p67 warming (MAGICCv7.5.1),1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00,2105-01-01 00:00:00
C7,C7: above 3.0°C,1.0,1.0,0.9716666666666668,0.81,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.549611076324044,3.549611076324044,3.549611076324044,2100,MESSAGEix-GLOBIOM_1_0,MESSAGEix-GLOBIOM_1_0CD-LINKS_NPi,3.846372973526643,3.846372973526643,3.846372973526643,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34988.14672437105,,,,,,,,,,40442.03697812172,,,,,,,,,,45142.03615651021,,,,,,,,,,51434.20464818605,,,,,,,,,,56396.13170531642,,,,,,,,,,62599.12073946885,,,,,,,,,,70822.40000000001,,,,,,,,,,80125.46666666667,,,,,,,,,,87095.43333333332,
C2,C2: 1.5°C with high OS,0.7716666666666666,0.2116666666666667,0.03666666666666667,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7214921975421598,1.705526046847223,1.4581161269866885,2059,MESSAGEix-GLOBIOM_1_0,MESSAGEix-GLOBIOM_1_0CD-LINKS_NPi2020_1000,1.8547009860342731,1.8500825373999759,1.6294440053670132,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_1000,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2059,2060,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2832.490718555751,,,,,,,,,,1206.858409288399,,,,,,,,,,-110.9702888071494,,,,,,,,,,-1269.330788338428,,,,,,,,,,-3209.059224724631,,,,,,,,,,-3424.143017861355,,,,,,,,,,-4292.200000000002,,,,,,,,,,-4942.666666666667,,,,,,,,,,-4465.266666666666,
C2,C2: 1.5°C with high OS,0.7716666666666666,0.2116666666666667,0.03666666666666667,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7214921975421598,1.705526046847223,1.4581161269866885,2059,MESSAGEix-GLOBIOM_1_0,MESSAGEix-GLOBIOM_1_0CD-LINKS_NPi2020_1000,1.8547009860342731,1.8500825373999759,1.6294440053670132,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_1000,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2059,2060,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34988.14672437105,,,,,,,,,,30427.50280655642,,,,,,,,,,23452.24735224523,,,,,,,,,,14151.72892605161,,,,,,,,,,6042.757450648438,,,,,,,,,,-17.98045016960722,,,,,,,,,,-4064.500000000001,,,,,,,,,,-7662.966666666667,,,,,,,,,,-10183.43333333333,
C1,C1: 1.5°C with no or low OS,0.5433333333333333,0.07833333333333334,0.005,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.525093798197901,1.514555047755847,1.059752402689365,2039,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_1.5C_full,1.6391927928638232,1.6301435462197968,1.2039261279403293,2048,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_1.5C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2039,2040,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3246.763357294579,,,,,,,,,,-1465.44780832874,,,,,,,,,,-1942.312300498789,,,,,,,,,,-1815.033954860937,,,,,,,,,,-3306.557593852169,,,,,,,,,,-3674.070010067486,,,,,,,,,,-4420.166666666667,,,,,,,,,,-4405.866666666667,,,,,,,,,,-4161.666666666667,
C1,C1: 1.5°C with no or low OS,0.5433333333333333,0.07833333333333334,0.005,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.525093798197901,1.514555047755847,1.059752402689365,2039,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_1.5C_full,1.6391927928638232,1.6301435462197968,1.2039261279403293,2048,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_1.5C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2039,2040,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34762.3454510959,,,,,,,,,,15742.48847830959,,,,,,,,,,7665.149957941547,,,,,,,,,,1463.794538978978,,,,,,,,,,-5447.846051678492,,,,,,,,,,-7126.496382529423,,,,,,,,,,-8289.6,,,,,,,,,,-9350.0,,,,,,,,,,-10029.8,
C7,C7: above 3.0°C,1.0,1.0,0.9666666666666668,0.8033333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.5216420540221427,3.5216420540221427,3.5216420540221427,2100,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_Baseline,3.8068001308026562,3.8068001308026562,3.8068001308026562,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3257.474589018625,,,,,,,,,,2970.05621400902,,,,,,,,,,2949.351059104987,,,,,,,,,,2888.716012665999,,,,,,,,,,1795.8570571556,,,,,,,,,,918.0699255250984,,,,,,,,,,203.8666666666667,,,,,,,,,,-407.7333333333333,,,,,,,,,,-830.8666666666667,
C7,C7: above 3.0°C,1.0,1.0,0.9666666666666668,0.8033333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.5216420540221427,3.5216420540221427,3.5216420540221427,2100,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_Baseline,3.8068001308026562,3.8068001308026562,3.8068001308026562,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36120.83663517213,,,,,,,,,,41352.64994270758,,,,,,,,,,46332.57837683828,,,,,,,,,,53127.69328379113,,,,,,,,,,59197.35649009591,,,,,,,,,,63587.31160287196,,,,,,,,,,71124.90000000001,,,,,,,,,,80905.36666666668,,,,,,,,,,88152.53333333334,
C2,C2: 1.5°C with high OS,0.7883333333333333,0.2083333333333333,0.02666666666666667,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.712912797853319,1.701604638900691,1.4681786239379957,2050,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0CD-LINKS_NPi2020_1000,1.8477387512241399,1.8438428253551842,1.6189382342662468,2059,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_1000,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2050,2050,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3896.368057735237,,,,,,,,,,182.5336934402405,,,,,,,,,,-1236.953249188674,,,,,,,,,,-2252.005509815251,,,,,,,,,,-3740.932048423953,,,,,,,,,,-4154.946730028565,,,,,,,,,,-4181.833333333334,,,,,,,,,,-4100.433333333333,,,,,,,,,,-4231.333333333334,
C2,C2: 1.5°C with high OS,0.7883333333333333,0.2083333333333333,0.02666666666666667,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.712912797853319,1.701604638900691,1.4681786239379957,2050,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0CD-LINKS_NPi2020_1000,1.8477387512241399,1.8438428253551842,1.6189382342662468,2059,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_1000,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2050,2050,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,37746.38479008764,,,,,,,,,,29689.51614770651,,,,,,,,,,20246.94137443895,,,,,,,,,,12741.22341748989,,,,,,,,,,5958.294721165052,,,,,,,,,,1243.953593366703,,,,,,,,,,-1493.066666666667,,,,,,,,,,-3540.9,,,,,,,,,,-4765.566666666668,
C4,C4: below 2°C,0.8783333333333333,0.3466666666666667,0.09333333333333334,0.01166666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8619380493963582,1.8551831270191261,1.759332747781356,2060,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0CD-LINKS_NPi2020_1600,2.0158940626230084,2.012905080688604,1.935089078777599,2070,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_1600,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2060,2070,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3891.957550554748,,,,,,,,,,839.8491746053619,,,,,,,,,,-114.9572452912386,,,,,,,,,,-981.9930185829784,,,,,,,,,,-3027.341834236031,,,,,,,,,,-3820.875263369081,,,,,,,,,,-4371.766666666666,,,,,,,,,,-4560.6,,,,,,,,,,-4379.466666666666,
C4,C4: below 2°C,0.8783333333333333,0.3466666666666667,0.09333333333333334,0.01166666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8619380493963582,1.8551831270191261,1.759332747781356,2060,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0CD-LINKS_NPi2020_1600,2.0158940626230084,2.012905080688604,1.935089078777599,2070,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_1600,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2060,2070,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,37746.38479008764,,,,,,,,,,33652.92778984907,,,,,,,,,,27144.14194836908,,,,,,,,,,19737.5218454444,,,,,,,,,,14271.99790714075,,,,,,,,,,10025.75223538793,,,,,,,,,,7190.700000000003,,,,,,,,,,5219.133333333334,,,,,,,,,,3051.400000000001,
C7,C7: above 3.0°C,1.0,0.9783333333333334,0.8133333333333334,0.5216666666666666,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.0298240627347677,3.0298240627347677,3.0298240627347677,2100,AIM_2_0,AIM_2_0SSP5-60,3.3121881254665766,3.3121881254665766,3.3121881254665766,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP5-60,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2871.555210725799,,,,,,,,,,1513.346720791782,,,,,,,,,,2321.737659234611,,,,,,,,,,1868.206780580807,,,,,,,,,,2061.444012485092,,,,,,,,,,857.5575162373675,,,,,,,,,,770.0,,,,,,,,,,664.0333333333333,,,,,,,,,,526.1666666666666,
C7,C7: above 3.0°C,1.0,0.9783333333333334,0.8133333333333334,0.5216666666666666,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.0298240627347677,3.0298240627347677,3.0298240627347677,2100,AIM_2_0,AIM_2_0SSP5-60,3.3121881254665766,3.3121881254665766,3.3121881254665766,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP5-60,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38134.26201807904,,,,,,,,,,42851.07572234749,,,,,,,,,,45780.15501726686,,,,,,,,,,43841.4365901128,,,,,,,,,,39849.88299952083,,,,,,,,,,39293.52173595673,,,,,,,,,,38525.66666666667,,,,,,,,,,37746.86666666668,,,,,,,,,,36674.73333333334,
C7,C7: above 3.0°C,1.0,1.0,1.0,0.9916666666666668,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),4.6622293955046485,4.6622293955046485,4.6622293955046485,2100,AIM_2_0,AIM_2_0SSP5-Baseline,5.07190333577462,5.07190333577462,5.07190333577462,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP5-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3164.853938228347,,,,,,,,,,2914.713551636182,,,,,,,,,,2314.428239013782,,,,,,,,,,1642.222271271361,,,,,,,,,,1678.439666378351,,,,,,,,,,1156.897008335254,,,,,,,,,,508.9333333333333,,,,,,,,,,193.2333333333333,,,,,,,,,,102.3,
C7,C7: above 3.0°C,1.0,1.0,1.0,0.9916666666666668,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),4.6622293955046485,4.6622293955046485,4.6622293955046485,2100,AIM_2_0,AIM_2_0SSP5-Baseline,5.07190333577462,5.07190333577462,5.07190333577462,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP5-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40138.84689436507,,,,,,,,,,50696.1867680966,,,,,,,,,,62396.62303462883,,,,,,,,,,72057.42693022077,,,,,,,,,,80628.85602335892,,,,,,,,,,89170.55661052189,,,,,,,,,,97234.86666666668,,,,,,,,,,105772.7,,,,,,,,,,114338.4,
C7,C7: above 3.0°C,1.0,0.995,0.9066666666666666,0.6683333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.278232921494562,3.278232921494562,3.278232921494562,2100,POLES_EMF33,POLES_EMF33EMF33_Baseline,3.557539830469166,3.557539830469166,3.557539830469166,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1893.367725338679,,,,,,,,,,1357.027972686043,,,,,,,,,,876.465933752276,,,,,,,,,,28.97237298839055,,,,,,,,,,15.72554340766725,,,,,,,,,,169.7211952803809,,,,,,,,,,227.3333333333333,,,,,,,,,,552.2,,,,,,,,,,642.7666666666668,
C7,C7: above 3.0°C,1.0,0.995,0.9066666666666666,0.6683333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.278232921494562,3.278232921494562,3.278232921494562,2100,POLES_EMF33,POLES_EMF33EMF33_Baseline,3.557539830469166,3.557539830469166,3.557539830469166,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38367.06202576238,,,,,,,,,,42220.56642229266,,,,,,,,,,45841.20846446315,,,,,,,,,,48192.02653548893,,,,,,,,,,48354.54539998069,,,,,,,,,,49126.99323891867,,,,,,,,,,48264.7,,,,,,,,,,46883.10000000001,,,,,,,,,,46674.10000000001,
C3,C3: likely 2°C,0.7466666666666667,0.225,0.05333333333333334,0.008333333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7154624671896992,1.7067294629572252,1.5850880326793484,2059,POLES_EMF33,POLES_EMF33EMF33_Med2C_cost100,1.857152484221446,1.851913322099244,1.765173962473584,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2059,2059,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1889.902326839722,,,,,,,,,,-1328.223896948135,,,,,,,,,,-2252.962659884073,,,,,,,,,,-2659.663840334253,,,,,,,,,,-2475.200532366826,,,,,,,,,,-1931.742296492943,,,,,,,,,,-1788.233333333333,,,,,,,,,,-2066.533333333333,,,,,,,,,,-2461.433333333333,
C3,C3: likely 2°C,0.7466666666666667,0.225,0.05333333333333334,0.008333333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7154624671896992,1.7067294629572252,1.5850880326793484,2059,POLES_EMF33,POLES_EMF33EMF33_Med2C_cost100,1.857152484221446,1.851913322099244,1.765173962473584,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2059,2059,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38368.90379797506,,,,,,,,,,31600.18385149199,,,,,,,,,,27312.95840778539,,,,,,,,,,19955.08809376866,,,,,,,,,,11866.27903389869,,,,,,,,,,6951.095256385091,,,,,,,,,,4701.766666666666,,,,,,,,,,3586.366666666667,,,,,,,,,,1890.900000000001,
C2,C2: 1.5°C with high OS,0.6733333333333333,0.1416666666666667,0.01166666666666667,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.6204438222888782,1.6157280752090533,1.3501407691494718,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_2C_regul,1.749391455577454,1.748192792075789,1.492736144032186,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SMP_2C_regul,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2049,2049,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3047.030389263843,,,,,,,,,,-387.3986366098722,,,,,,,,,,-2315.092731761129,,,,,,,,,,-5019.719258823853,,,,,,,,,,-6968.163012197445,,,,,,,,,,-6780.970456160025,,,,,,,,,,-6149.733333333334,,,,,,,,,,-5548.033333333334,,,,,,,,,,-5338.3,
C2,C2: 1.5°C with high OS,0.6733333333333333,0.1416666666666667,0.01166666666666667,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.6204438222888782,1.6157280752090533,1.3501407691494718,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_2C_regul,1.749391455577454,1.748192792075789,1.492736144032186,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SMP_2C_regul,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2049,2049,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,35525.94421047498,,,,,,,,,,26979.7616427424,,,,,,,,,,18393.27044751484,,,,,,,,,,12600.09936452279,,,,,,,,,,8298.646786372128,,,,,,,,,,4671.981460396716,,,,,,,,,,2516.433333333333,,,,,,,,,,1241.166666666667,,,,,,,,,,790.5333333333334,
C7,C7: above 3.0°C,1.0,1.0,0.995,0.9516666666666668,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),4.032906247988288,4.032906247988288,4.032906247988288,2100,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_REF_Def,4.419689761555092,4.419689761555092,4.419689761555092,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SMP_REF_Def,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4736.254639391296,,,,,,,,,,3464.903762360312,,,,,,,,,,1514.378971206548,,,,,,,,,,1387.265388973524,,,,,,,,,,1556.129884318718,,,,,,,,,,1035.156066572956,,,,,,,,,,237.6,,,,,,,,,,-130.1666666666667,,,,,,,,,,-185.9,
C7,C7: above 3.0°C,1.0,1.0,0.995,0.9516666666666668,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),4.032906247988288,4.032906247988288,4.032906247988288,2100,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_REF_Def,4.419689761555092,4.419689761555092,4.419689761555092,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SMP_REF_Def,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,41952.25581497439,,,,,,,,,,48642.70668344641,,,,,,,,,,55853.60601280742,,,,,,,,,,61355.51958021629,,,,,,,,,,64838.3651318103,,,,,,,,,,64719.71301559457,,,,,,,,,,65587.5,,,,,,,,,,63177.03333333334,,,,,,,,,,62723.10000000001,
C7,C7: above 3.0°C,1.0,1.0,0.9683333333333334,0.7783333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.448663300966034,3.448663300966034,3.448663300966034,2100,POLES_ADVANCE,POLES_ADVANCEADVANCE_NoPolicy,3.7474153245151385,3.7474153245151385,3.7474153245151385,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2983.393071373925,,,,,,,,,,3205.019798118266,,,,,,,,,,3375.290910155181,,,,,,,,,,2539.343279570701,,,,,,,,,,2458.776075918817,,,,,,,,,,2415.483509201369,,,,,,,,,,2381.133333333333,,,,,,,,,,2682.166666666667,,,,,,,,,,2186.8,
C7,C7: above 3.0°C,1.0,1.0,0.9683333333333334,0.7783333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.448663300966034,3.448663300966034,3.448663300966034,2100,POLES_ADVANCE,POLES_ADVANCEADVANCE_NoPolicy,3.7474153245151385,3.7474153245151385,3.7474153245151385,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40413.27095405506,,,,,,,,,,46494.26372698411,,,,,,,,,,51448.56301840858,,,,,,,,,,52871.9059377883,,,,,,,,,,52341.92069011383,,,,,,,,,,52356.86920612034,,,,,,,,,,53358.8,,,,,,,,,,56352.63333333334,,,,,,,,,,59142.60000000001,
C7,C7: above 3.0°C,1.0,0.9983333333333332,0.9516666666666668,0.7316666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.34871379337293,3.34871379337293,3.34871379337293,2100,POLES_ADVANCE,POLES_ADVANCEADVANCE_Reference,3.6316085641455222,3.6316085641455222,3.6316085641455222,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_Reference,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2935.822601070073,,,,,,,,,,3080.094256153846,,,,,,,,,,3260.00141849027,,,,,,,,,,2425.498896298673,,,,,,,,,,2350.444554666,,,,,,,,,,2339.216389803224,,,,,,,,,,2378.566666666667,,,,,,,,,,2629.733333333334,,,,,,,,,,2202.566666666667,
