Category,Category_name,Exceedance Probability 1.5C|MAGICCv7.5.1,Exceedance Probability 2.0C|MAGICCv7.5.1,Exceedance Probability 2.5C|MAGICCv7.5.1,Exceedance Probability 3.0C|MAGICCv7.5.1,climate-models,exclude,harmonization,infilling,median peak warming (MAGICCv7.5.1),median warming at peak (MAGICCv7.5.1),median warming in 2100 (MAGICCv7.5.1),median year of peak warming (MAGICCv7.5.1),model,model_scenario,p67 peak warming (MAGICCv7.5.1),p67 warming at peak (MAGICCv7.5.1),p67 warming in 2100 (MAGICCv7.5.1),p67 year of peak warming (MAGICCv7.5.1),permafrost,pipeline,region,scenario,unit,variable,year of peak median warming (MAGICCv7.5.1),year of peak p67 warming (MAGICCv7.5.1),1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00,2105-01-01 00:00:00
C7,C7: above 3.0°C,1.0,0.9983333333333332,0.9516666666666668,0.7316666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.34871379337293,3.34871379337293,3.34871379337293,2100,POLES_ADVANCE,POLES_ADVANCEADVANCE_Reference,3.6316085641455222,3.6316085641455222,3.6316085641455222,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_Reference,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,39993.34688956297,,,,,,,,,,45496.04935351729,,,,,,,,,,50033.29997737605,,,,,,,,,,51100.5050646076,,,,,,,,,,50281.03009071918,,,,,,,,,,50094.26806845101,,,,,,,,,,50889.3,,,,,,,,,,53805.76666666667,,,,,,,,,,56189.1,
C3,C3: likely 2°C,0.775,0.215,0.035,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.727743191599732,1.7181935313374541,1.5051269416460982,2060,MESSAGE_V_3,MESSAGE_V_3GEA_Eff_1p5C_Delay2020,1.8649809132688182,1.8556057292919266,1.6696528452238202,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,GEA_Eff_1p5C_Delay2020,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2060,2061,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2938.972963341852,,,,,,,,,,2192.669810385868,,,,,,,,,,1163.859046980372,,,,,,,,,,-267.9092372808821,,,,,,,,,,-1932.84401306239,,,,,,,,,,-3856.681422710933,,,,,,,,,,-5799.566666666668,,,,,,,,,,-6938.800000000001,,,,,,,,,,-8019.0,
C3,C3: likely 2°C,0.775,0.215,0.035,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.727743191599732,1.7181935313374541,1.5051269416460982,2060,MESSAGE_V_3,MESSAGE_V_3GEA_Eff_1p5C_Delay2020,1.8649809132688182,1.8556057292919266,1.6696528452238202,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,GEA_Eff_1p5C_Delay2020,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2060,2061,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,35659.65687311588,,,,,,,,,,22012.24645678808,,,,,,,,,,11496.43766543528,,,,,,,,,,554.9409374487215,,,,,,,,,,-4061.555600375066,,,,,,,,,,-6170.229991876437,,,,,,,,,,-7183.733333333335,,,,,,,,,,-7838.6,,,,,,,,,,-8336.9,
C4,C4: below 2°C,0.905,0.4283333333333333,0.1083333333333333,0.021666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.9341010381637558,1.931985132448451,1.7985874980179781,2070,MESSAGE_V_3,MESSAGE_V_3GEA_Eff_2C_Delay2020,2.087954482362266,2.083936456945877,1.978290890207232,2070,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,GEA_Eff_2C_Delay2020,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2070,2071,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2938.972963341852,,,,,,,,,,2401.094807860185,,,,,,,,,,1608.072448582644,,,,,,,,,,405.6132218374677,,,,,,,,,,-1175.92119037334,,,,,,,,,,-3437.749358411259,,,,,,,,,,-5799.566666666668,,,,,,,,,,-6938.800000000001,,,,,,,,,,-8019.0,
C4,C4: below 2°C,0.905,0.4283333333333333,0.1083333333333333,0.021666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.9341010381637558,1.931985132448451,1.7985874980179781,2070,MESSAGE_V_3,MESSAGE_V_3GEA_Eff_2C_Delay2020,2.087954482362266,2.083936456945877,1.978290890207232,2070,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,GEA_Eff_2C_Delay2020,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2070,2071,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,35660.76193644349,,,,,,,,,,31016.78791419668,,,,,,,,,,23120.49910302191,,,,,,,,,,10992.24068813991,,,,,,,,,,2694.728299778684,,,,,,,,,,-1659.705635043539,,,,,,,,,,-4141.133333333333,,,,,,,,,,-5825.233333333334,,,,,,,,,,-7577.533333333335,
C7,C7: above 3.0°C,1.0,0.9866666666666668,0.8683333333333333,0.6216666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.224109925265969,3.224109925265969,3.224109925265969,2100,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP1-Baseline,3.515654803428355,3.515654803428355,3.515654803428355,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP1-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2677.807931011442,,,,,,,,,,2303.031493831121,,,,,,,,,,2300.473891319469,,,,,,,,,,1867.18422624004,,,,,,,,,,764.6108661327987,,,,,,,,,,-333.3553434726468,,,,,,,,,,-1053.8,,,,,,,,,,-1184.333333333333,,,,,,,,,,-1584.366666666667,
C7,C7: above 3.0°C,1.0,0.9866666666666668,0.8683333333333333,0.6216666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.224109925265969,3.224109925265969,3.224109925265969,2100,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP1-Baseline,3.515654803428355,3.515654803428355,3.515654803428355,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP1-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,35469.95433520937,,,,,,,,,,39197.94974275378,,,,,,,,,,42299.7407352266,,,,,,,,,,45377.63070834834,,,,,,,,,,48840.7569383981,,,,,,,,,,50435.89662167354,,,,,,,,,,50308.13333333334,,,,,,,,,,50771.23333333334,,,,,,,,,,50855.2,
C1,C1: 1.5°C with no or low OS,0.5633333333333334,0.08,0.0033333333333333327,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.535921999731548,1.5287870022436407,1.131507570220732,2049,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP2-19,1.6550895846457843,1.6504358609786238,1.249702416753576,2049,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP2-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2048,2049,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1697.730228261255,,,,,,,,,,-834.6709137985467,,,,,,,,,,-2110.428965577883,,,,,,,,,,-2124.527068666332,,,,,,,,,,-3227.230963773491,,,,,,,,,,-3483.58124236883,,,,,,,,,,-3736.333333333334,,,,,,,,,,-4251.5,,,,,,,,,,-4162.400000000001,
C1,C1: 1.5°C with no or low OS,0.5633333333333334,0.08,0.0033333333333333327,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.535921999731548,1.5287870022436407,1.131507570220732,2049,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP2-19,1.6550895846457843,1.6504358609786238,1.249702416753576,2049,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP2-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2048,2049,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36302.43537534284,,,,,,,,,,22786.30428400073,,,,,,,,,,12953.2611855834,,,,,,,,,,6078.257062559208,,,,,,,,,,1878.377657858812,,,,,,,,,,-2975.214081126026,,,,,,,,,,-6872.433333333332,,,,,,,,,,-8159.433333333332,,,,,,,,,,-8886.533333333335,
C7,C7: above 3.0°C,1.0,1.0,0.995,0.9316666666666666,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.9223910410030935,3.9223910410030935,3.9223910410030935,2100,AIM_2_0,AIM_2_0ADVANCE_NoPolicy,4.278577950508524,4.278577950508524,4.278577950508524,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4187.776567874716,,,,,,,,,,3840.004029553997,,,,,,,,,,3324.457214983045,,,,,,,,,,2961.317370860436,,,,,,,,,,2869.387487119019,,,,,,,,,,2170.211317709681,,,,,,,,,,1523.133333333333,,,,,,,,,,935.7333333333332,,,,,,,,,,361.5333333333334,
C7,C7: above 3.0°C,1.0,1.0,0.995,0.9316666666666666,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.9223910410030935,3.9223910410030935,3.9223910410030935,2100,AIM_2_0,AIM_2_0ADVANCE_NoPolicy,4.278577950508524,4.278577950508524,4.278577950508524,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40015.44815611518,,,,,,,,,,46351.81941926594,,,,,,,,,,51569.19874539888,,,,,,,,,,54587.44520666951,,,,,,,,,,57168.04760694287,,,,,,,,,,63220.73058818957,,,,,,,,,,68800.96666666667,,,,,,,,,,71146.16666666669,,,,,,,,,,73579.0,
C7,C7: above 3.0°C,1.0,1.0,0.9683333333333334,0.8,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.5171181372772833,3.5171181372772833,3.5171181372772833,2100,AIM_2_0,AIM_2_0ADVANCE_Reference,3.7949025711826523,3.7949025711826523,3.7949025711826523,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_Reference,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3807.527841671093,,,,,,,,,,3843.887725159109,,,,,,,,,,3868.012282313873,,,,,,,,,,3391.471896876305,,,,,,,,,,3404.405419499874,,,,,,,,,,2259.368654470893,,,,,,,,,,1488.3,,,,,,,,,,913.0,,,,,,,,,,391.2333333333333,
C7,C7: above 3.0°C,1.0,1.0,0.9683333333333334,0.8,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.5171181372772833,3.5171181372772833,3.5171181372772833,2100,AIM_2_0,AIM_2_0ADVANCE_Reference,3.7949025711826523,3.7949025711826523,3.7949025711826523,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_Reference,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,39000.6316669259,,,,,,,,,,43712.36688529451,,,,,,,,,,47583.07066881089,,,,,,,,,,49519.84216926523,,,,,,,,,,51230.68495351935,,,,,,,,,,54979.07934718183,,,,,,,,,,61597.06666666666,,,,,,,,,,65388.76666666668,,,,,,,,,,67134.83333333334,
C1,C1: 1.5°C with no or low OS,0.5266666666666666,0.07166666666666667,0.005,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.518432084550636,1.5061020438744084,1.205398515694679,2038,POLES_EMF33,POLES_EMF33EMF33_WB2C_nobeccs,1.621267546257838,1.6153797235146583,1.3590280602420861,2039,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_WB2C_nobeccs,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2037,2037,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1893.367725338679,,,,,,,,,,-1698.793185935855,,,,,,,,,,-991.4231790435142,,,,,,,,,,-693.2918430398399,,,,,,,,,,-712.1923881072414,,,,,,,,,,-896.9442915134051,,,,,,,,,,-1112.833333333333,,,,,,,,,,-1672.733333333333,,,,,,,,,,-2490.033333333333,
C1,C1: 1.5°C with no or low OS,0.5266666666666666,0.07166666666666667,0.005,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.518432084550636,1.5061020438744084,1.205398515694679,2038,POLES_EMF33,POLES_EMF33EMF33_WB2C_nobeccs,1.621267546257838,1.6153797235146583,1.3590280602420861,2039,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_WB2C_nobeccs,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2037,2037,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38367.06202576238,,,,,,,,,,18785.3491809092,,,,,,,,,,8815.970658406932,,,,,,,,,,5343.235953355605,,,,,,,,,,4002.798918995319,,,,,,,,,,3283.08342178522,,,,,,,,,,2965.233333333334,,,,,,,,,,2671.533333333333,,,,,,,,,,2423.666666666667,
C1,C1: 1.5°C with no or low OS,0.6166666666666667,0.1233333333333334,0.008333333333333333,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.581894381346999,1.5783225813062691,1.2063067301569288,2049,POLES_EMF33,POLES_EMF33EMF33_WB2C_nofuel,1.7098946304061382,1.7054490706172698,1.3548469547617719,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_WB2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2049,2050,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1874.780587935187,,,,,,,,,,-1660.927153786018,,,,,,,,,,-2222.728239879729,,,,,,,,,,-2400.616740673349,,,,,,,,,,-1691.020101104486,,,,,,,,,,-1431.172188893845,,,,,,,,,,-1383.800000000001,,,,,,,,,,-1942.966666666667,,,,,,,,,,-2505.8,
C1,C1: 1.5°C with no or low OS,0.6166666666666667,0.1233333333333334,0.008333333333333333,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.581894381346999,1.5783225813062691,1.2063067301569288,2049,POLES_EMF33,POLES_EMF33EMF33_WB2C_nofuel,1.7098946304061382,1.7054490706172698,1.3548469547617719,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_WB2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2049,2050,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38372.95569684297,,,,,,,,,,25742.66779715909,,,,,,,,,,18164.87170830456,,,,,,,,,,10815.46811137644,,,,,,,,,,3410.090895577113,,,,,,,,,,-773.8932532184007,,,,,,,,,,-3236.933333333334,,,,,,,,,,-4117.666666666667,,,,,,,,,,-5229.766666666666,
C2,C2: 1.5°C with high OS,0.825,0.2333333333333333,0.035,0.001666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.759710904757249,1.75796470978966,1.427834152597985,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0PEP_2C_full_netzero,1.902828713465166,1.8964292814537933,1.589521320109972,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,PEP_2C_full_netzero,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2049,2049,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4052.626026415433,,,,,,,,,,2525.696708524179,,,,,,,,,,-711.0072396625743,,,,,,,,,,-2559.794366386035,,,,,,,,,,-4795.941282818341,,,,,,,,,,-5051.89102154197,,,,,,,,,,-4893.166666666667,,,,,,,,,,-4433.000000000001,,,,,,,,,,-4274.966666666667,
C2,C2: 1.5°C with high OS,0.825,0.2333333333333333,0.035,0.001666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.759710904757249,1.75796470978966,1.427834152597985,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0PEP_2C_full_netzero,1.902828713465166,1.8964292814537933,1.589521320109972,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,PEP_2C_full_netzero,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2049,2049,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,37830.36960298607,,,,,,,,,,31222.54080312291,,,,,,,,,,21685.74309390861,,,,,,,,,,12116.08796411222,,,,,,,,,,5359.71102960887,,,,,,,,,,330.6201143431858,,,,,,,,,,-2428.066666666667,,,,,,,,,,-4461.966666666667,,,,,,,,,,-5479.1,
C2,C2: 1.5°C with high OS,0.85,0.2566666666666667,0.03333333333333333,0.001666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.779560366086663,1.776900218990768,1.424407663357206,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0PEP_2C_red_NDC,1.921407310502058,1.917707602138852,1.5831949223370447,2049,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,PEP_2C_red_NDC,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2049,2049,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4830.450471317466,,,,,,,,,,2489.772524176898,,,,,,,,,,-1601.427521109162,,,,,,,,,,-4219.740912897353,,,,,,,,,,-4355.975523923828,,,,,,,,,,-3013.446370210307,,,,,,,,,,-1916.2,,,,,,,,,,-1322.2,,,,,,,,,,-1078.0,
C2,C2: 1.5°C with high OS,0.85,0.2566666666666667,0.03333333333333333,0.001666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.779560366086663,1.776900218990768,1.424407663357206,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0PEP_2C_red_NDC,1.921407310502058,1.917707602138852,1.5831949223370447,2049,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,PEP_2C_red_NDC,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2049,2049,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38739.83672160976,,,,,,,,,,39808.95116604098,,,,,,,,,,19641.92378023455,,,,,,,,,,3901.492047652734,,,,,,,,,,-401.3815796754021,,,,,,,,,,-2505.887636903014,,,,,,,,,,-3315.033333333334,,,,,,,,,,-3079.633333333334,,,,,,,,,,-3570.966666666667,
C3,C3: likely 2°C,0.8566666666666667,0.3383333333333333,0.1016666666666667,0.015,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.853407741738289,1.840011746556312,1.811200934135387,2082,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_limbio,2.007359400548407,1.9983978691388933,1.9780843590000259,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_limbio,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2094,2094,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3519.899766257746,,,,,,,,,,1942.171443856176,,,,,,,,,,1698.443462221999,,,,,,,,,,1611.204789601436,,,,,,,,,,425.9874980876974,,,,,,,,,,91.30570632172387,,,,,,,,,,-86.53333333333332,,,,,,,,,,-278.3,,,,,,,,,,-456.5000000000002,
C3,C3: likely 2°C,0.8566666666666667,0.3383333333333333,0.1016666666666667,0.015,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.853407741738289,1.840011746556312,1.811200934135387,2082,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_limbio,2.007359400548407,1.9983978691388933,1.9780843590000259,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_limbio,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2094,2094,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40444.21272722817,,,,,,,,,,33057.01736557076,,,,,,,,,,24373.198146098,,,,,,,,,,17598.97792821651,,,,,,,,,,11479.58662456822,,,,,,,,,,8257.063055438808,,,,,,,,,,5641.166666666668,,,,,,,,,,3233.633333333334,,,,,,,,,,1140.333333333333,
C4,C4: below 2°C,0.855,0.37,0.11,0.01666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.876813917691452,1.868377107863189,1.84135406398124,2093,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_nobeccs,2.0324834555016102,2.030719050392536,2.0112770203824533,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nobeccs,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2093,2094,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3602.439257778334,,,,,,,,,,1887.47606408419,,,,,,,,,,1423.343464819846,,,,,,,,,,2041.018464170384,,,,,,,,,,2076.470642852418,,,,,,,,,,1881.255611820931,,,,,,,,,,1531.933333333333,,,,,,,,,,892.8333333333335,,,,,,,,,,285.6333333333333,
C4,C4: below 2°C,0.855,0.37,0.11,0.01666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.876813917691452,1.868377107863189,1.84135406398124,2093,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_nobeccs,2.0324834555016102,2.030719050392536,2.0112770203824533,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nobeccs,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2093,2094,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40444.21272722817,,,,,,,,,,31695.14672330411,,,,,,,,,,23635.40769383416,,,,,,,,,,19112.01888151213,,,,,,,,,,13281.21336737474,,,,,,,,,,8806.384155518444,,,,,,,,,,5278.900000000001,,,,,,,,,,2028.033333333333,,,,,,,,,,963.2333333333332,
C7,C7: above 3.0°C,1.0,0.9783333333333334,0.815,0.54,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.059546858796447,3.059546858796447,3.059546858796447,2100,GCAM_4_2,GCAM_4_2SSP5-60,3.328000462391973,3.328000462391973,3.328000462391973,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP5-60,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,-291.4085101394805,,,,,,,,,,-1339.874983763468,,,,,,,,,,-2879.911567007099,,,,,,,,,,-7856.966703004594,,,,,,,,,,-10540.65701789928,,,,,,,,,,-10983.89743970668,,,,,,,,,,-8937.866666666669,,,,,,,,,,-6943.200000000003,,,,,,,,,,-4413.933333333333,
